Vernier Format 2
Mercury Spectrum.cmbl 12/10/2023 23:35:17 .
Latest
Wavelength	Intensity
λ	I
nm	rel

380	0.000861360861361
382	0.000821400821401
384	0.00103637103637
386	0.00101587301587
388	0.000922410922411
390	0.00105191105191
392	0.00111288711289
394	0.00130735930736
396	0.00121230621231
398	0.00126873126873
400	0.00130647130647
402	0.00151959151959
404	0.0148895548896
406	0.00204950604951
408	0.00224016724017
410	0.00124875124875
412	0.00113131313131
414	0.00172309172309
416	0.00394938394938
418	0.00251837051837
420	0.0049506049506
422	0.00123742923743
424	0.00143430643431
426	0.00370518370518
428	0.00178088578089
430	0.00221981721982
432	0.00221822621823
434	0.00963924963925
436	0.0480845080845
438	0.00145365745366
440	0.00136104636105
442	0.00138616938617
444	0.00112287712288
446	0.00112887112887
448	0.00125851925852
450	0.00157694157694
452	0.00136574536575
454	0.00110977910978
456	0.00113294113294
458	0.00109734709735
460	0.00117567617568
462	0.00120546120546
464	0.00104747104747
466	0.000921078921079
468	0.00122921522922
470	0.00128353128353
472	0.00122544122544
474	0.00100677100677
476	0.00113175713176
478	0.00124727124727
480	0.00117038517039
482	0.00141802641803
484	0.00179553779554
486	0.0127161727162
488	0.00152403152403
490	0.00155622155622
492	0.00207311207311
494	0.00146386946387
496	0.00115218115218
498	0.00120523920524
500	0.0011445961446
502	0.0012856032856
504	0.0010767010767
506	0.00121922521923
508	0.00107281607282
510	0.00134665334665
512	0.00110038110038
514	0.00116594516595
516	0.00140581640582
518	0.0013855033855
520	0.00107614607615
522	0.000999185999186
524	0.00128338328338
526	0.00117364117364
528	0.000947718947719
530	0.000990675990676
532	0.00109224109224
534	0.000934620934621
536	0.000989676989677
538	0.0010187960188
540	0.00169297369297
542	0.00146020646021
544	0.0360963110963
546	0.153961593962
548	0.00474303474303
550	0.00166366966367
552	0.000915935915936
554	0.000978095978096
556	0.00176134976135
558	0.000971990971991
560	0.00159529359529
562	0.00100510600511
564	0.0012074962075
566	0.00107492507493
568	0.000881525881526
570	0.000894882894883
572	0.000978095978096
574	0.00133644133644
576	0.0181276501277
578	0.0198997298997
580	0.00496281496281
582	0.000797424797425
584	0.000999740999741
586	0.000776630776631
588	0.0013672993673
590	0.00130129130129
592	0.00111758611759
594	0.000824508824509
596	0.000963850963851
598	0.000998445998446
600	0.000848928848929
602	0.00222037222037
604	0.00219114219114
606	0.00136130536131
608	0.000672845672846
610	0.00100973100973
612	0.000716394716395
614	0.000929255929256
616	0.000928885928886
618	0.000852480852481
620	0.000747252747253
622	0.000791985791986
624	0.000746845746846
626	0.000562770562771
628	0.000691160691161
630	0.000831205831206
632	0.000619935619936
634	0.000691974691975
636	0.000849705849706
638	0.000889295889296
640	0.00144133644134
642	0.00162152662153
644	0.000542124542125
646	0.000666925666926
648	0.000589595589596
650	0.000631405631406
652	0.000741924741925
654	0.00152384652385
656	0.0289188589189
658	0.00217116217116
660	0.000890775890776
662	0.000653124653125
664	0.000573500573501
666	0.00218873718874
668	0.00316979316979
670	0.000810300810301
672	0.000608280608281
674	0.00250682650683
676	0.00194342694343
678	0.000781810781811
680	0.000648795648796
682	0.000712620712621
684	0.000778850778851
686	0.00280182780183
688	0.00158915158915
690	0.000962814962815
692	0.00217893217893
694	0.00398194398194
696	0.288967698968
698	0.0277263477263
700	0.00146261146261
702	0.0033226033226
704	0.00246808746809
706	0.164283124283
708	0.0170914270914
710	0.0018687978688
712	0.00120287120287
714	0.0233022533023
716	0.00468605468605
718	0.000988270988271
720	0.00121582121582
722	0.000841010841011
724	0.00119898619899
726	0.0499568949569
728	0.0218289118289
730	0.00196729196729
732	0.00130795130795
734	0.00280164280164
736	0.0140511340511
738	0.254030784031
740	0.0193624893625
742	0.00249639249639
744	0.00200392200392
746	0.00346098346098
748	0.0157768157768
750	0.492317312317
752	0.141714951715
754	0.00577681577682
756	0.0025086025086
758	0.00253709253709
760	0.0057930957931
762	0.400856180856
764	0.496863506864
766	0.0152209695067
768	0.0038517038517
770	0.0287153587154
772	0.307042587043
774	0.0230295630296
776	0.00323306323306
778	0.00216265216265
780	0.001040996041
782	0.00108428608429
784	0.000860065860066
786	0.00179645751074
788	0.00146372146372
790	0.00179709179709
792	0.00285455285455
794	0.199179339179
796	0.0369408369408
798	0.0049506049506
800	0.306377432092
802	0.100538720539
804	0.00564250564251
806	0.0033226033226
808	0.0119428719429
810	0.620959675245
812	0.250388130388
814	0.0101602101602
816	0.00216265216265
818	0.00167832167832
820	0.00144458715887
822	0.00169478669479
824	0.00684722684723
826	0.191352721353
828	0.0195188938046
830	0.00163780663781
832	0.00143985643986
834	0.00175972175972
836	0.00190856762285
838	0.00374255374255
840	0.21860953861
842	0.314523254523
844	0.0291874791875
846	0.00215617715618
848	0.00134495134495
850	0.0247482676054
852	0.101356791357
854	0.00908572908573
856	0.000856762285334
858	0.000734820734821
860	0.000824413681557
862	0.000537055537056
864	0.000718725718726
866	0.0151511980083
868	0.00301328301328
870	0.000463425463425
872	0.000493316207602
874	0.00046916046916
876	0.000575614861329
878	0.000480075480075
880	0.000427535427535
882	0.000451611880183
884	0.00037222037222
886	0.000582433439576
888	0.000370555370555
890	0.00047286047286
892	0.00045584045584
894	0.000509649081078
896	0.000606430606431
898	0.000464456178742
900	0.000497465497465
902	0.000554260554261
904	0.000851053708197
906	0.00115868258725
908	0.00159322159322
910	0.050870716585
912	0.248955488955
914	0.0288647860076
916	0.00228068228068
918	0.00151689580261
920	0.0027528027528
922	0.0562500991072
924	0.00889036889037
926	0.00138829424544
928	0.00102690959834
930	0.000574425574426
932	0.000511710511711
934	0.00285492285492
936	0.00198737770166
938	0.000695336409622
940	0.000359825359825
942	0.000423227566085
944	0.000464297607155
946	0.000461945461945
948	0.00038073038073
950	0.000589252017823
