Vernier Format 2
Krypton Spectrum.cmbl 12/10/2023 18:04:25 .
Latest
Wavelength	Intensity
λ	I
nm	rel

380	0.00172738372738
382	0.00182994782995
384	0.00210937210937
386	0.00293373293373
388	0.00268464868465
390	0.00171273171273
392	0.00175668775669
394	0.00186901986902
396	0.00174529174529
398	0.0018445998446
400	0.0016931956932
402	0.00177378177378
404	0.0023036963037
406	0.00239160839161
408	0.00226218226218
410	0.0022402042402
412	0.00232811632812
414	0.00197728197728
416	0.00212831612832
418	0.00238672438672
420	0.00275058275058
422	0.00258208458208
424	0.00256743256743
426	0.012101010101
428	0.0112804972805
430	0.00836311836312
432	0.0235149295149
434	0.00394960594961
436	0.0101539201539
438	0.00920967920968
440	0.00408554408554
442	0.0030362970363
444	0.00524386724387
446	0.012718022718
448	0.00295815295815
450	0.00880674880675
452	0.00340748140748
454	0.00311932511933
456	0.00319014319014
458	0.00311932511933
460	0.0031006031006
462	0.00274325674326
464	0.00302327302327
466	0.00333422133422
468	0.0039203019203
470	0.00368668368668
472	0.00372494172494
474	0.00389018389018
476	0.0040424020424
478	0.00393495393495
480	0.00500455100455
482	0.00623450623451
484	0.00537085137085
486	0.0123940503941
488	0.0067513967514
490	0.00645021645022
492	0.00522921522922
494	0.00495082695083
496	0.00521293521294
498	0.00488245088245
500	0.00509897509898
502	0.00435986235986
504	0.0058152958153
506	0.00677256077256
508	0.00666592666593
510	0.00544411144411
512	0.00582343582344
514	0.00663580863581
516	0.00614903614904
518	0.00608391608392
520	0.00475302475302
522	0.00407333407333
524	0.00472616272616
526	0.00505013505014
528	0.00435497835498
530	0.00433381433381
532	0.00486291486291
534	0.0056931956932
536	0.00528293928294
538	0.00470825470825
540	0.00421334221334
542	0.00459429459429
544	0.00454138454138
546	0.00427195027195
548	0.00448847448847
550	0.00574691974692
552	0.00522107522108
554	0.00734154734155
556	0.152354978355
558	0.0379154179154
560	0.00460894660895
562	0.00388611388611
564	0.00741480741481
566	0.00645998445998
568	0.00613275613276
570	0.0054782994783
572	0.00459429459429
574	0.00368261368261
576	0.00373959373959
578	0.0038332038332
580	0.00374773374773
582	0.00717304917305
584	0.00467569467569
586	0.137630517631
588	0.0403012543013
590	0.00384948384948
592	0.00275872275872
594	0.00242091242091
596	0.00250841750842
598	0.00627927627928
600	0.00843800643801
602	0.00600251600252
604	0.00693454693455
606	0.00674814074814
608	0.00505420505421
610	0.00291338291338
612	0.00275302475302
614	0.00311281311281
616	0.00285233285233
618	0.00198542198542
620	0.00175668775669
622	0.00279128279128
624	0.00276279276279
626	0.00201554001554
628	0.00205054205054
630	0.00173715173715
632	0.00146261146261
634	0.00232323232323
636	0.00243312243312
638	0.0025715025715
640	0.00396751396751
642	0.00667406667407
644	0.00688489288489
646	0.00866836866837
648	0.00340585340585
650	0.00315758315758
652	0.00357842157842
654	0.00666185666186
656	0.128965478965
658	0.00951085951086
660	0.00243312243312
662	0.00173715173715
664	0.00244126244126
666	0.00229067229067
668	0.00200577200577
670	0.00285233285233
672	0.00189588189588
674	0.00200133200133
676	0.00163947163947
678	0.00153365153365
680	0.00213416213416
682	0.00203426203426
684	0.00177378177378
686	0.00164169164169
688	0.00151811151811
690	0.0057518037518
692	0.00206275206275
694	0.00134402634403
696	0.00162763162763
698	0.0016761016761
700	0.00180227180227
702	0.00151737151737
704	0.0013912013912
706	0.0012506012506
708	0.00110334110334
710	0.00110001110001
712	0.000908165908166
714	0.00120028120028
716	0.000855810855811
718	0.000827875827876
720	0.00104562104562
722	0.00544085544086
724	0.00216616716617
726	0.00189588189588
728	0.00427276427276
730	0.00180227180227
732	0.00128538128538
734	0.00144818144818
736	0.00148888148888
738	0.00158656158656
740	0.00149702149702
742	0.00327968327968
744	0.00195693195693
746	0.00207903207903
748	0.00697931697932
750	0.00402449402449
752	0.0034262034262
754	0.00527805527806
756	0.0125837125837
758	0.752042402042
760	0.880088800089
762	0.0827546527547
764	0.00598216598217
766	0.011763316049
768	0.339002109002
770	0.0914563214563
772	0.00453731453731
774	0.00666185666186
776	0.0448791948792
778	0.0222866022866
780	0.00288896288896
782	0.00245347245347
784	0.0941913641914
786	0.0833000333
788	0.00393088393088
790	0.00747178747179
792	0.00845265845266
794	0.00301513301513
796	0.0021645021645
798	0.00321456321456
800	0.00241044669616
802	0.00325526325526
804	0.0405609205609
806	0.0991201391201
808	0.0213179413179
810	0.7990858348
812	0.390699300699
814	0.0133977133977
816	0.00581936581937
818	0.319376549377
820	0.0870188541617
822	0.00629962629963
824	0.0222255522256
826	0.311285381285
828	0.349167816311
830	0.343548303548
832	0.0194538794539
834	0.00231916231916
836	0.00141271426986
838	0.00127317127317
840	0.00168017168017
842	0.00138115852402
844	0.00962074962075
846	0.00241684241684
848	0.00144004144004
850	0.0722028764886
852	0.0162874162874
854	0.00169645169645
856	0.000921459492888
858	0.000781440781441
860	0.000908615194329
862	0.00100492100492
864	0.000899840899841
866	0.00100661243518
868	0.00127113627114
870	0.00139934139934
872	0.00146488432203
874	0.00270581270581
876	0.201046413904
878	0.1703004403
880	0.0154612054612
882	0.00151737151737
884	0.00115144115144
886	0.00114758257615
888	0.00145354645355
890	0.0035581878439
892	0.259661449661
894	0.0432511932512
896	0.00353202353202
898	0.00118595690024
900	0.000849890849891
902	0.000509305509306
904	0.000571174856889
906	0.000656644942359
908	0.000774040774041
910	0.000669330669331
912	0.000540755540756
914	0.000621600621601
916	0.000333555333555
918	0.000682016396302
920	0.000501165501166
922	0.000413078984508
924	0.000784770784771
926	0.00132137703566
928	0.000646337789195
930	0.00049876049876
932	0.000469371897943
934	0.000802530802531
936	0.000952539523968
938	0.000466359037788
940	0.000558700558701
942	0.000441621870193
944	0.00036852036852
946	0.000384245384245
948	0.000410858982288
950	0.000417994703709
